VAR,EST
advection-0-1-1-2-2-2-2-2,1.4622163199999998
advection-0-0-0-0-1-2-2-2-pz,1.4619908159999984
advection-0-0-1-2-3-3-3-3-my,1.4617486080000002
advection-0-0-0-1-1-1-2-2,1.4612641919999985
advection-0-1-1-2-3-3-4-4-px,1.6670361599999985
advection-0-0-0-0-1-2-2-2-px,1.6675372799999999
advection-0-0-1-2-2-2-2-3-pz,1.4613477109999999
advection-0-1-2-2-3-4-4-4-px,1.6670528639999982
advection-0-1-1-2-2-2-2-2-px,1.6685395199999999
advection-0-0-1-2-3-3-3-3-px,1.6673117759999982
advection-0-0-1-2-2-2-2-3-py,1.4614479359999999
advection-0-0-1-2-2-2-2-3-mx,1.4613268319999997
advection-0-0-0-1-1-1-2-2-pz,1.4612641919999998
advection-0-0-0-1-1-2-2-2-mz,1.4611138559999994
advection-0-1-1-1-1-2-2-2-px,1.6676207859999996
advection-0-0-1-2-3-3-4-4-px,1.6668691199999965
advection-0-0-0-1-1-2-3-4-pz,1.4608632959999988
advection-0-1-1-1-1-2-2-2-pz,1.4612975999999998
advection-0-0-0-1-1-1-2-2-mz,1.4613978239999996
advection-0-0-0-1-1-2-2-3-pz,1.4609885760000001
advection-0-0-0-0-0-1-2-2-py,1.4615815679999991
advection-0-0-0-0-1-1-1-2-mx,1.4613142959999996
advection-0-0-1-2-2-2-2-2-my,1.4620492799999998
advection-0-0-0-0-0-0-0-1-px,1.6691408639999998
advection-0-1-2-2-3-4-4-4-pz,1.4607296639999992
AUTO,1.4596104960000003
MAX,1.463118336
advection-0-1-2-3-4-5-6-7-py,1.4605083360000002
advection-0-0-0-1-1-2-2-3,1.4609635199999988
advection-0-0-0-0-0-0-0-0-px,1.6694415359999999
advection-0-0-1-2-2-2-2-3-my,1.4613978239999992
advection-0-0-0-0-1-2-3-3-mx,1.4610637439999998
advection-0-0-0-0-0-0-0-1-pz,1.462826016
advection-0-0-1-2-2-2-2-2-pz,1.4621578560000001
HAND,1.4601116160000003
advection-0-1-2-2-3-4-4-4-mz,1.4607296639999989
advection-0-1-1-1-1-2-2-2,1.4612975999999998
advection-0-0-1-2-2-2-2-2-mx,1.4620284000000001
advection-0-0-0-0-1-2-3-3-px,1.6673785919999988
advection-0-0-1-2-2-3-4-4-mz,1.4606127359999987
advection-0-0-1-2-2-3-4-4-py,1.4606043839999987
advection-0-0-0-1-1-2-2-2-px,1.6674370559999998
advection-0-0-0-0-1-1-1-2-mz,1.4614312319999982
advection-0-0-1-2-3-3-4-4-py,1.4609802239999998
advection-0-0-0-1-1-1-2-2-px,1.6675873919999999
advection-0-0-0-0-0-1-2-2-px,1.6676667359999993
advection-0-0-0-1-1-2-2-3-my,1.4610303359999985
advection-0-0-1-1-1-1-2-3-py,1.4611472640000001
advection-0-0-0-1-1-2-3-4-py,1.4609259359999995
advection-0-0-0-0-1-2-3-3-pz,1.4617715759999981
advection-0-0-0-0-1-2-3-3-my,1.4617757519999981
advection-0-0-0-1-2-2-2-2-px,1.6676374959999998
advection-0-0-1-2-2-2-2-3-px,1.6677210239999989
advection-0-0-0-1-2-2-2-2-mx,1.4613143029999998
advection-0-0-1-1-1-1-2-3-px,1.6673952959999985
advection-0-1-1-1-1-2-2-2-mz,1.4615982719999989
advection-0-0-0-1-2-2-2-2-my,1.5270279359999983
advection-0-1-2-3-4-5-6-7-my,1.4602786559999994
advection-0-0-1-1-1-1-2-3-mz,1.4611556159999988
advection-0-0-1-2-2-3-4-4,1.4605876799999984
OPT,1.4602786559999994
advection-0-0-1-2-3-3-3-3-mx,1.4609760479999998
advection-0-0-0-1-1-2-3-4-px,1.6671489119999989
advection-0-0-1-2-3-3-4-4-my,1.4605250399999985
advection-0-1-1-2-2-2-2-2-mz,1.4624167650000002
advection-0-0-0-1-1-2-2-2-mx,1.4611138539999999
advection-0-0-1-2-3-3-4-4-pz,1.4605417439999981
