VAR,X,Y,Z,TOTAL,HALO
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.00217,0.360776
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.03963,0.360258
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.01654,0.348773
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.03057,0.356627
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.02917,0.352852
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.0858,0.364734
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.01432,0.346261
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.02145,0.353172
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.10364,0.374591
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.0206,0.362631
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.07312,0.370137
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.08339,0.35269
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.02899,0.363762
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.06351,0.370359
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.0279,0.356589
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.05213,0.346643
advection-0-1-1-2-3-3-4-4-my,64,64,60,3.02978,0.345052
advection-0-1-1-2-3-3-4-4-my,64,64,60,5.06316,0.544024
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.28471,0.323493
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.16151,0.305709
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.23928,0.327958
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.28079,0.324416
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.1946,0.316997
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.86942,0.41727
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.21251,0.320755
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.26396,0.325374
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.19907,0.323978
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.24958,0.330244
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.21026,0.320372
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.30699,0.327508
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.24388,0.320892
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.1363,0.328255
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.25171,0.354136
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.26867,0.339058
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.27526,0.330556
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.34879,0.345161
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.48635,0.351296
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.8774,0.418455
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.81552,0.317182
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.21111,0.3183
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.93127,0.507605
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.49332,0.346429
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.41885,0.331556
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.74248,0.385729
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.74555,0.404456
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.27288,0.339994
advection-0-0-0-1-1-1-2-2-py,64,64,60,4.60583,0.525426
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.63716,0.380465
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.66619,0.370037
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.29717,0.357141
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.26362,0.34446
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.25589,0.32425
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.88252,0.400918
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.82058,0.39918
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.69312,0.363282
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.60925,0.351958
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.45529,0.334258
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.34854,0.329894
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.30695,0.338015
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.05224,0.320505
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.30549,0.321229
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.28994,0.325587
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.25004,0.314235
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.25861,0.316848
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.32957,0.332869
advection-0-0-0-1-1-1-2-2-py,64,64,60,3.25492,0.314112
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.11145,0.271825
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.0989,0.269099
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.08112,0.267837
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.13828,0.284713
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.11748,0.272207
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.99569,0.257475
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.08861,0.276119
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.1023,0.271487
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.06006,0.267333
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.96025,0.259377
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.10846,0.276968
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.10531,0.272776
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.04262,0.263808
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.06885,0.270125
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.97473,0.260534
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.09416,0.268409
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.98708,0.259044
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.08996,0.264488
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.11998,0.280532
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.98806,0.256921
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.05782,0.264056
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.0635,0.270673
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.0755,0.26142
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.06431,0.264062
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.0517,0.275259
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.04754,0.275122
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.04476,0.275803
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.07246,0.266766
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.04473,0.258193
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.02977,0.273117
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.0358,0.263065
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.03196,0.274926
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.13736,0.264471
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.95219,0.266342
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.02985,0.26458
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.04576,0.267173
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.98997,0.260105
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.96431,0.273065
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.07089,0.284911
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.9715,0.268266
advection-0-0-0-0-1-2-3-3-py,64,64,60,3.01987,0.266838
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.95117,0.260417
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.99102,0.276638
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.97259,0.27038
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.76818,0.255784
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.95891,0.257834
advection-0-0-0-0-1-2-3-3-py,64,64,60,4.15177,0.276107
advection-0-0-0-0-1-2-3-3-py,64,64,60,2.98225,0.271332
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.71887,0.231567
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.74179,0.231547
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66333,0.232329
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65037,0.220915
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.71005,0.221158
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.57295,0.214038
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65772,0.234024
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65036,0.221323
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65082,0.233718
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.58649,0.216935
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.6562,0.222868
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65381,0.22086
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.7065,0.231439
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64393,0.220852
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.67056,0.225231
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.63423,0.214856
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65082,0.223075
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.72066,0.229717
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66091,0.222277
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.79021,0.251519
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65368,0.232759
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.70244,0.239684
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65243,0.21725
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66652,0.220373
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.70052,0.222992
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.7173,0.243031
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65893,0.223209
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.70171,0.23845
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65619,0.232723
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66071,0.222745
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65335,0.22087
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64746,0.222694
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64667,0.220375
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.63651,0.220582
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.62894,0.2081
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66036,0.213381
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.61523,0.221861
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.67451,0.226029
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.68279,0.230607
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.6632,0.237434
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.6945,0.229228
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.65558,0.221014
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.66227,0.222644
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.70074,0.235269
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64515,0.225556
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64017,0.220736
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.73698,0.240187
advection-0-0-0-0-1-1-1-2-pz,64,64,60,2.64712,0.221186
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.90333,0.375699
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.82606,0.365477
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.48394,0.350432
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.86804,0.37314
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.80605,0.379967
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.07199,0.381513
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.53741,0.344301
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.82179,0.369318
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.7774,0.361524
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.12169,0.373925
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.76404,0.354688
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.90389,0.368198
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.76773,0.359501
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.79198,0.367263
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.85151,0.411008
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.83647,0.393752
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.83686,0.369918
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.73434,0.344149
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.7718,0.365328
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.77019,0.362483
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.33679,0.390223
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.00303,0.365903
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.06776,0.384387
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.77043,0.354948
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.81697,0.370732
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.82693,0.379988
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.707,0.35512
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.98108,0.364547
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.53982,0.344154
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.81823,0.36752
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.55315,0.343696
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.76508,0.343706
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.84009,0.339343
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.99462,0.340979
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.64942,0.34826
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.97126,0.339194
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.77017,0.350008
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.61908,0.339016
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.70868,0.34471
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.42747,0.326719
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.7401,0.339144
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.72539,0.336156
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.75406,0.343839
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.7316,0.342058
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.80634,0.333794
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.73034,0.33756
advection-0-1-1-2-3-3-4-4-py,64,64,60,4.40128,0.341623
advection-0-1-1-2-3-3-4-4-py,64,64,60,3.73353,0.350324
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.97305,0.419347
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.79609,0.424682
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.93689,0.433333
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.75921,0.409803
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.7613,0.424972
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.83569,0.439693
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.77418,0.413102
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.87095,0.421748
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.71572,0.415376
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.7692,0.426866
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.5717,0.382555
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.67888,0.409207
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.82131,0.440011
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.60965,0.387539
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.73394,0.405151
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.92339,0.414519
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.87052,0.417584
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.88949,0.422455
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.79506,0.426449
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.71591,0.411801
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.91638,0.425809
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.81097,0.418177
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.33454,0.493765
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.85044,0.426682
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.95567,0.445056
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.7913,0.440705
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.0741,0.446086
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.01798,0.450939
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.88265,0.426043
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.97287,0.440971
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.32389,0.484144
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.69988,0.589597
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.14244,0.498958
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.97872,0.435888
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.75723,0.410584
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.94857,0.442519
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.91479,0.434427
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.55425,0.51164
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.25085,0.46454
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.70231,0.502129
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.11799,0.4531
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.07824,0.439606
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.4284,0.491789
advection-0-0-1-2-2-3-4-4-px,64,64,60,3.89409,0.439596
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.08887,0.465169
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.715,0.548782
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.9202,0.609185
advection-0-0-1-2-2-3-4-4-px,64,64,60,4.61025,0.550571
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.10293,0.529574
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.34171,0.51277
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.3557,0.509082
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.39717,0.412412
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.25201,0.500049
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.5392,0.554247
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.82036,0.43812
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.27358,0.364443
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.43493,0.44684
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.36362,0.38824
advection-0-1-1-2-3-3-4-4-mx,64,64,60,4.79887,0.573723
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.65508,0.413813
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.31681,0.382631
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.66917,0.419064
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.63452,0.413046
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.66769,0.413603
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.67161,0.426184
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.65087,0.412065
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.60312,0.420328
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.36211,0.41511
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.58594,0.409523
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.63595,0.414361
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.48465,0.398452
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.6435,0.413595
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.63836,0.425632
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.62285,0.415419
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.71728,0.417367
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.62947,0.416876
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.40566,0.421955
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.65239,0.433497
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.62951,0.429996
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.68008,0.424964
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.68046,0.425648
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.68001,0.435799
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.67375,0.425361
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.48693,0.412039
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.63977,0.412125
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.7012,0.422336
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.5719,0.414115
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.63288,0.422057
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.54776,0.414559
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.54802,0.420241
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.41151,0.424942
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.57442,0.426748
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.3706,0.399183
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.60829,0.443872
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.49792,0.415574
advection-0-1-1-2-3-3-4-4-mx,64,64,60,3.48004,0.416049
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.06926,0.357765
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.9834,0.330122
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.89621,0.329853
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.97231,0.349753
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.9617,0.346762
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.95477,0.341484
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.94223,0.331305
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.96518,0.339773
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.98281,0.32575
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91815,0.333551
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.01176,0.334229
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.03363,0.333373
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.9363,0.30937
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.96469,0.333801
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.96548,0.321512
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.89467,0.310218
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91879,0.312342
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.3396,0.404534
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.93025,0.315333
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.8775,0.309474
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.88771,0.312199
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91959,0.309909
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.88097,0.307622
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.90872,0.308241
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.88224,0.30736
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.8607,0.3033
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.95604,0.300596
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.88979,0.309536
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.92389,0.306823
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.96353,0.321108
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91618,0.315036
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.9198,0.319612
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91862,0.310133
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.90055,0.302828
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.91047,0.313021
advection-0-1-2-2-3-4-4-4-py,64,64,60,2.98884,0.324093
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.05059,0.320854
advection-0-1-2-2-3-4-4-4-py,64,64,60,3.00563,0.316341
