VAR,X,Y,Z,TOTAL,HALO
PT20,60,6,260,0.117253,0.0
PT20,60,6,260,0.128511,0.0
PT20,60,6,260,0.109868,0.0
PT20,60,6,260,0.14544,0.0
PT20,60,6,260,0.107712,0.0
PT20,60,6,260,0.130827,0.0
PT20,60,6,260,0.107351,0.0
PT20,60,6,260,0.129554,0.0
PT20,60,6,260,0.109377,0.0
PT20,60,6,260,0.109931,0.0
PT20,60,6,260,0.107402,0.0
PT20,60,6,260,0.109858,0.0
PT20,60,6,260,0.109504,0.0
PT20,60,6,260,0.109944,0.0
PT20,60,6,260,0.108947,0.0
PT20,60,6,260,0.109257,0.0
PT16,160,4,160,0.07522,0.0
PT16,160,4,160,0.076454,0.0
PT16,160,4,160,0.074032,0.0
PT16,160,4,160,0.076568,0.0
PT16,160,4,160,0.076644,0.0
PT16,160,4,160,0.075827,0.0
PT16,160,4,160,0.076327,0.0
PT16,160,4,160,0.076485,0.0
PT16,160,4,160,0.076671,0.0
PT16,160,4,160,0.076167,0.0
PT16,160,4,160,0.075737,0.0
PT16,160,4,160,0.076645,0.0
PT16,160,4,160,0.079639,0.0
PT16,160,4,160,0.101301,0.0
PT16,160,4,160,0.073728,0.0
PT16,160,4,160,0.076444,0.0
PT16,160,4,160,0.075754,0.0
PT16,160,4,160,0.073748,0.0
PT16,160,4,160,0.076435,0.0
PT16,160,4,160,0.076381,0.0
PT16,160,4,160,0.099095,0.0
PT16,160,4,160,0.083169,0.0
PT16,160,4,160,0.076291,0.0
PT16,160,4,160,0.076278,0.0
PT16,160,4,160,0.075944,0.0
PT16,160,4,160,0.11209,0.0
PT16,160,4,160,0.07484,0.0
PT16,160,4,160,0.074381,0.0
PT16,160,4,160,0.074776,0.0
PT16,160,4,160,0.076204,0.0
PT16,160,4,160,0.084735,0.0
PT16,160,4,160,0.074695,0.0
PT16,160,4,160,0.076228,0.0
PT16,160,4,160,0.075209,0.0
PT16,160,4,160,0.07396,0.0
PT16,160,4,160,0.076758,0.0
PT16,160,4,160,0.075684,0.0
PT16,160,4,160,0.075874,0.0
PT16,160,4,160,0.076345,0.0
PT16,160,4,160,0.076618,0.0
PT16,160,4,160,0.076324,0.0
PT16,160,4,160,0.076751,0.0
PT16,160,4,160,0.095457,0.0
PT16,160,4,160,0.074559,0.0
PT16,160,4,160,0.076651,0.0
PT16,160,4,160,0.078347,0.0
PT16,160,4,160,0.076405,0.0
PT16,160,4,160,0.076568,0.0
PT8,100,2,260,0.030096,0.0
PT8,100,2,260,0.047052,0.0
PT8,100,2,260,0.03039,0.0
PT8,100,2,260,0.029642,0.0
PT8,100,2,260,0.029966,0.0
PT8,100,2,260,0.030383,0.0
PT8,100,2,260,0.030062,0.0
PT8,100,2,260,0.029965,0.0
PT8,100,2,260,0.029989,0.0
PT8,100,2,260,0.029956,0.0
PT8,100,2,260,0.030032,0.0
PT8,100,2,260,0.030032,0.0
PT8,100,2,260,0.031938,0.0
PT8,100,2,260,0.03053,0.0
PT8,100,2,260,0.030032,0.0
PT8,100,2,260,0.028162,0.0
PT8,100,2,260,0.03033,0.0
PT8,100,2,260,0.030276,0.0
PT8,100,2,260,0.03024,0.0
PT8,100,2,260,0.031541,0.0
PT8,100,2,260,0.028969,0.0
PT8,100,2,260,0.028599,0.0
PT8,100,2,260,0.030697,0.0
PT8,100,2,260,0.035266,0.0
PT8,100,2,260,0.030223,0.0
PT8,100,2,260,0.031979,0.0
PT8,100,2,260,0.03036,0.0
PT8,100,2,260,0.030272,0.0
PT8,100,2,260,0.029879,0.0
PT8,100,2,260,0.030122,0.0
PT8,100,2,260,0.030416,0.0
PT8,100,2,260,0.030256,0.0
PT8,100,2,260,0.030336,0.0
PT8,100,2,260,0.030627,0.0
PT8,100,2,260,0.03022,0.0
PT8,100,2,260,0.030433,0.0
PT8,100,2,260,0.031918,0.0
PT8,100,2,260,0.032038,0.0
PT8,100,2,260,0.030356,0.0
PT8,100,2,260,0.030176,0.0
PT8,100,2,260,0.031361,0.0
PT8,100,2,260,0.03029,0.0
PT8,100,2,260,0.030506,0.0
PT8,100,2,260,0.030106,0.0
PT8,100,2,260,0.029972,0.0
PT8,100,2,260,0.028803,0.0
PT8,100,2,260,0.029758,0.0
PT8,100,2,260,0.030424,0.0
PT20,40,6,420,0.137831,0.0
PT20,40,6,420,0.138643,0.0
PT20,40,6,420,0.151293,0.0
PT20,40,6,420,0.138385,0.0
PT20,40,6,420,0.138895,0.0
PT20,40,6,420,0.160068,0.0
PT20,40,6,420,0.138652,0.0
PT20,40,6,420,0.13927,0.0
PT20,40,6,420,0.13946,0.0
PT20,40,6,420,0.144076,0.0
PT20,40,6,420,0.143979,0.0
PT20,40,6,420,0.138756,0.0
PT20,40,6,420,0.158579,0.0
PT20,40,6,420,0.138482,0.0
PT20,40,6,420,0.138625,0.0
PT20,40,6,420,0.138816,0.0
PT20,40,6,420,0.139463,0.0
PT20,40,6,420,0.138606,0.0
PT20,40,6,420,0.138756,0.0
PT20,40,6,420,0.139319,0.0
PT20,40,6,420,0.139106,0.0
PT20,40,6,420,0.143765,0.0
PT20,40,6,420,0.138663,0.0
PT20,40,6,420,0.138482,0.0
PT20,40,6,420,0.160695,0.0
PT20,40,6,420,0.143592,0.0
PT20,40,6,420,0.14216,0.0
PT20,40,6,420,0.139314,0.0
PT20,40,6,420,0.164443,0.0
PT20,40,6,420,0.155973,0.0
PT20,40,6,420,0.138836,0.0
PT20,40,6,420,0.161069,0.0
PT20,40,6,420,0.149797,0.0
PT20,40,6,420,0.138862,0.0
PT20,40,6,420,0.138976,0.0
PT20,40,6,420,0.138552,0.0
PT20,40,6,420,0.138538,0.0
PT20,40,6,420,0.138619,0.0
PT20,40,6,420,0.160424,0.0
PT20,40,6,420,0.133845,0.0
PT20,40,6,420,0.139437,0.0
PT20,40,6,420,0.138783,0.0
PT20,40,6,420,0.13874,0.0
PT20,40,6,420,0.148781,0.0
PT20,40,6,420,0.139206,0.0
PT20,40,6,420,0.160872,0.0
PT20,40,6,420,0.143417,0.0
PT20,40,6,420,0.139997,0.0
PT16,20,4,1100,0.163422,0.0
PT16,20,4,1100,0.142888,0.0
PT16,20,4,1100,0.143331,0.0
PT16,20,4,1100,0.178578,0.0
PT16,20,4,1100,0.143321,0.0
PT16,20,4,1100,0.142537,0.0
PT16,20,4,1100,0.142927,0.0
PT16,20,4,1100,0.143147,0.0
PT16,20,4,1100,0.16175,0.0
PT16,20,4,1100,0.143161,0.0
PT16,20,4,1100,0.143267,0.0
PT16,20,4,1100,0.142941,0.0
PT16,20,4,1100,0.142857,0.0
PT16,20,4,1100,0.142995,0.0
PT16,20,4,1100,0.152965,0.0
PT16,20,4,1100,0.134163,0.0
PT16,20,4,1100,0.16438,0.0
PT16,20,4,1100,0.143552,0.0
PT16,20,4,1100,0.147999,0.0
PT16,20,4,1100,0.142951,0.0
PT16,20,4,1100,0.154272,0.0
PT16,20,4,1100,0.138073,0.0
PT16,20,4,1100,0.142764,0.0
PT16,20,4,1100,0.143365,0.0
PT16,20,4,1100,0.158259,0.0
PT16,20,4,1100,0.148891,0.0
PT16,20,4,1100,0.142877,0.0
PT16,20,4,1100,0.142541,0.0
PT16,20,4,1100,0.14294,0.0
PT16,20,4,1100,0.164273,0.0
PT16,20,4,1100,0.143508,0.0
PT16,20,4,1100,0.143007,0.0
PT16,20,4,1100,0.142777,0.0
PT16,20,4,1100,0.169085,0.0
PT16,20,4,1100,0.143728,0.0
PT16,20,4,1100,0.226479,0.0
PT16,20,4,1100,0.133462,0.0
PT16,20,4,1100,0.154905,0.0
PT16,20,4,1100,0.142636,0.0
PT16,20,4,1100,0.143277,0.0
PT16,20,4,1100,0.142814,0.0
PT16,20,4,1100,0.143998,0.0
PT16,20,4,1100,0.154162,0.0
PT16,20,4,1100,0.133909,0.0
PT16,20,4,1100,0.148204,0.0
PT16,20,4,1100,0.143208,0.0
PT16,20,4,1100,0.232537,0.0
PT16,20,4,1100,0.133437,0.0
PT8,160,2,420,0.063446,0.0
PT8,160,2,420,0.063356,0.0
PT8,160,2,420,0.063562,0.0
PT8,160,2,420,0.063326,0.0
PT8,160,2,420,0.063513,0.0
PT8,160,2,420,0.063386,0.0
PT8,160,2,420,0.063472,0.0
PT8,160,2,420,0.070198,0.0
PT8,160,2,420,0.060796,0.0
PT8,160,2,420,0.085763,0.0
PT8,160,2,420,0.062996,0.0
PT8,160,2,420,0.063739,0.0
PT8,160,2,420,0.063719,0.0
PT8,160,2,420,0.063191,0.0
PT8,160,2,420,0.063849,0.0
PT8,160,2,420,0.063246,0.0
PT8,160,2,420,0.063295,0.0
PT8,160,2,420,0.063529,0.0
PT8,160,2,420,0.063746,0.0
PT8,160,2,420,0.064551,0.0
PT8,160,2,420,0.063269,0.0
PT8,160,2,420,0.063349,0.0
PT8,160,2,420,0.063356,0.0
PT8,160,2,420,0.063713,0.0
PT8,160,2,420,0.063383,0.0
PT8,160,2,420,0.063068,0.0
PT8,160,2,420,0.063423,0.0
PT8,160,2,420,0.063219,0.0
PT8,160,2,420,0.063509,0.0
PT8,160,2,420,0.063449,0.0
PT8,160,2,420,0.063213,0.0
PT8,160,2,420,0.080446,0.0
PT8,160,2,420,0.063473,0.0
PT8,160,2,420,0.063368,0.0
PT8,160,2,420,0.063686,0.0
PT8,160,2,420,0.063369,0.0
PT8,160,2,420,0.064427,0.0
PT8,160,2,420,0.063452,0.0
PT8,160,2,420,0.063679,0.0
PT8,160,2,420,0.063019,0.0
PT8,160,2,420,0.061296,0.0
PT8,160,2,420,0.063499,0.0
PT8,160,2,420,0.08338,0.0
PT8,160,2,420,0.063399,0.0
PT8,160,2,420,0.06392,0.0
PT8,160,2,420,0.06117,0.0
PT8,160,2,420,0.063179,0.0
PT8,160,2,420,0.063609,0.0
PT12,100,10,100,0.060463,0.0
PT12,100,10,100,0.057672,0.0
PT12,100,10,100,0.057151,0.0
PT12,100,10,100,0.060279,0.0
PT12,100,10,100,0.057088,0.0
PT12,100,10,100,0.05889,0.0
PT12,100,10,100,0.057228,0.0
PT12,100,10,100,0.060476,0.0
PT12,100,10,100,0.060208,0.0
PT12,100,10,100,0.060873,0.0
PT12,100,10,100,0.057076,0.0
PT12,100,10,100,0.059979,0.0
PT12,100,10,100,0.060646,0.0
PT12,100,10,100,0.061123,0.0
PT12,100,10,100,0.067881,0.0
PT12,100,10,100,0.060049,0.0
PT12,100,10,100,0.060005,0.0
PT12,100,10,100,0.060366,0.0
PT12,100,10,100,0.080293,0.0
PT12,100,10,100,0.060342,0.0
PT12,100,10,100,0.060242,0.0
PT12,100,10,100,0.065665,0.0
PT12,100,10,100,0.060239,0.0
PT12,100,10,100,0.059635,0.0
PT12,100,10,100,0.060048,0.0
PT12,100,10,100,0.060005,0.0
PT12,100,10,100,0.060546,0.0
PT12,100,10,100,0.060152,0.0
PT12,100,10,100,0.060412,0.0
PT12,100,10,100,0.059918,0.0
PT12,100,10,100,0.060021,0.0
PT12,100,10,100,0.080533,0.0
PT12,100,10,100,0.059821,0.0
PT12,100,10,100,0.060022,0.0
PT12,100,10,100,0.076597,0.0
PT12,100,10,100,0.063219,0.0
PT12,100,10,100,0.060165,0.0
PT12,100,10,100,0.059954,0.0
PT12,100,10,100,0.060246,0.0
PT12,100,10,100,0.061213,0.0
PT12,100,10,100,0.060125,0.0
PT12,100,10,100,0.060119,0.0
PT12,100,10,100,0.060535,0.0
PT12,100,10,100,0.060546,0.0
PT12,100,10,100,0.060185,0.0
PT12,100,10,100,0.060225,0.0
PT12,100,10,100,0.057509,0.0
PT12,100,10,100,0.060893,0.0
PT8,40,6,260,0.045904,0.0
PT8,40,6,260,0.04526,0.0
PT8,40,6,260,0.045841,0.0
PT8,40,6,260,0.046115,0.0
PT8,40,6,260,0.045411,0.0
PT8,40,6,260,0.046078,0.0
PT8,40,6,260,0.042942,0.0
PT8,40,6,260,0.045481,0.0
PT8,40,6,260,0.063456,0.0
PT8,40,6,260,0.045745,0.0
PT8,40,6,260,0.045748,0.0
PT8,40,6,260,0.045858,0.0
PT8,40,6,260,0.045772,0.0
PT8,40,6,260,0.043203,0.0
PT8,40,6,260,0.043584,0.0
PT8,40,6,260,0.045545,0.0
PT8,40,6,260,0.043237,0.0
PT8,40,6,260,0.045501,0.0
PT8,40,6,260,0.045805,0.0
PT8,40,6,260,0.043115,0.0
PT8,40,6,260,0.045655,0.0
PT8,40,6,260,0.042619,0.0
PT8,40,6,260,0.045808,0.0
PT8,40,6,260,0.04531,0.0
PT8,40,6,260,0.063563,0.0
PT8,40,6,260,0.045427,0.0
PT8,40,6,260,0.045735,0.0
PT8,40,6,260,0.045672,0.0
PT8,40,6,260,0.045938,0.0
PT8,40,6,260,0.045518,0.0
PT8,40,6,260,0.045782,0.0
PT8,40,6,260,0.045411,0.0
PT8,40,6,260,0.064954,0.0
PT8,40,6,260,0.046069,0.0
PT8,40,6,260,0.045711,0.0
PT8,40,6,260,0.045728,0.0
PT8,40,6,260,0.045751,0.0
PT8,40,6,260,0.045571,0.0
PT8,40,6,260,0.045938,0.0
PT8,40,6,260,0.045274,0.0
PT8,40,6,260,0.045487,0.0
PT8,40,6,260,0.045602,0.0
PT8,40,6,260,0.045327,0.0
PT8,40,6,260,0.045364,0.0
PT8,40,6,260,0.045464,0.0
PT8,40,6,260,0.045667,0.0
PT8,40,6,260,0.045698,0.0
PT8,40,6,260,0.050851,0.0
PT8,100,16,100,0.072667,0.0
PT8,100,16,100,0.089871,0.0
PT8,100,16,100,0.07244,0.0
PT8,100,16,100,0.073174,0.0
PT8,100,16,100,0.072774,0.0
PT8,100,16,100,0.068018,0.0
PT8,100,16,100,0.091536,0.0
PT8,100,16,100,0.071382,0.0
PT8,100,16,100,0.06942,0.0
PT8,100,16,100,0.072984,0.0
PT8,100,16,100,0.0727,0.0
PT8,100,16,100,0.07272,0.0
PT8,100,16,100,0.071279,0.0
PT8,100,16,100,0.076138,0.0
PT8,100,16,100,0.07265,0.0
PT8,100,16,100,0.072463,0.0
PT8,100,16,100,0.072453,0.0
PT8,100,16,100,0.072851,0.0
PT8,100,16,100,0.07284,0.0
PT8,100,16,100,0.072647,0.0
PT8,100,16,100,0.088589,0.0
PT8,100,16,100,0.072716,0.0
PT8,100,16,100,0.072556,0.0
PT8,100,16,100,0.073031,0.0
PT8,100,16,100,0.07273,0.0
PT8,100,16,100,0.074005,0.0
PT8,100,16,100,0.072703,0.0
PT8,100,16,100,0.115487,0.0
PT8,100,16,100,0.072521,0.0
PT8,100,16,100,0.069091,0.0
PT8,100,16,100,0.068934,0.0
PT8,100,16,100,0.077385,0.0
PT8,100,16,100,0.072877,0.0
PT8,100,16,100,0.073475,0.0
PT8,100,16,100,0.073131,0.0
PT8,100,16,100,0.072707,0.0
PT8,100,16,100,0.072306,0.0
PT8,100,16,100,0.072813,0.0
PT8,100,16,100,0.076127,0.0
PT8,100,16,100,0.073271,0.0
PT8,100,16,100,0.072753,0.0
PT8,100,16,100,0.093311,0.0
PT8,100,16,100,0.072851,0.0
PT8,100,16,100,0.072904,0.0
PT8,100,16,100,0.072967,0.0
PT8,100,16,100,0.073071,0.0
PT8,100,16,100,0.073197,0.0
PT8,100,16,100,0.076458,0.0
PT16,100,4,260,0.087721,0.0
PT16,100,4,260,0.087685,0.0
PT16,100,4,260,0.087668,0.0
PT16,100,4,260,0.105857,0.0
PT16,100,4,260,0.087381,0.0
PT16,100,4,260,0.087368,0.0
PT16,100,4,260,0.087508,0.0
PT16,100,4,260,0.086824,0.0
PT16,100,4,260,0.083205,0.0
PT16,100,4,260,0.083157,0.0
PT16,100,4,260,0.083179,0.0
