VAR,EST
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3-mz,2.8055805119999966
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4-py,2.6316532079999968
diffusion-0-0-0-1-1-1-1-2-2-2-2-2-2-3-3-3-my,2.9185883519999929
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-py,2.6029390919999975
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-my,2.8283876879999981
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-pz,2.5613496479999989
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-py,2.5711649999999988
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3,2.6983631759999986
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3,2.5613663519999976
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-my,2.8458837119999978
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-mz,2.673344135999999
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4-pz,2.5936898159999995
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4,2.5755316319999966
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4-py,2.5485270119999996
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-mz,2.9859248639999998
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4,2.570077139999996
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4-px,2.9148514079999934
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-py,2.9098192799999993
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4-px,2.9207614559999988
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-py,2.6030902439999957
diffusion-0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-my,2.5957622399999938
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-pz,2.5520154239999959
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4-mz,2.5689314879999952
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-mx,2.5671667439999983
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-px,2.9220693119999943
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4-px,2.9403366719999982
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4-mz,2.7414205319999994
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4,2.5934977199999971
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4,2.5581958319999978
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4-px,2.956178591999997
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4-px,2.8808110079999989
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-py,2.5771780199999954
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4-pz,2.5350994319999991
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-mx,2.5656083759999984
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-mz,2.6479282199999998
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-my,2.8723989119999978
MAX,2.75625024
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-mz,2.6528174039999968
diffusion-0-0-0-1-1-1-1-2-2-2-2-2-2-3-3-3-mz,2.6410549199999975
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-pz,2.5672753199999887
MIN,2.4886712480000002
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3-my,2.9487715679999926
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4-my,2.8158215999999947
diffusion-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-mz,2.769112667999996
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-px,2.9199476159999915
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4-mz,2.7757459799999973
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4-mz,2.6355111479999986
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4-my,2.8984206239999937
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3-pz,2.603753591999999
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-mx,2.5841613959999981
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4-pz,2.5582167119999979
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-pz,2.5656083759999988
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3-py,2.805547103999996
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-mx,2.5516813439999955
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4-px,2.9475091679999954
diffusion-0-0-0-1-1-1-1-2-2-2-2-2-2-3-3-3-mx,2.5657624679999995
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4-py,2.6700514679999987
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3-px,2.9684991359999966
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-px,2.8952200319999934
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-mx,2.5654254479999983
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4,2.5987937479999994
diffusion-0-0-0-1-1-2-2-2-3-3-3-4-4-4-4-4-mz,2.5920705959999997
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-my,2.8744058399999926
diffusion-0-1-1-1-1-1-1-1-1-2-2-2-3-3-3-4-pz,2.5654212719999956
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4-pz,2.5700980199999952
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4-py,2.6016010919999988
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4-px,2.915132975999998
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4-py,2.6481635279999969
diffusion-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-my,2.9774963519999922
diffusion-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-mx,2.6244990479999979
diffusion-0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-my,2.9602588799999978
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-mz,2.6438418239999981
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4-py,2.5925819159999963
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3-mz,2.7513706079999967
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-px,2.9620833119999999
diffusion-0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-mz,2.4887130239999999
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4-my,2.8892254079999944
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4,2.6109106079999984
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-mz,2.7363611520002409
OPT,2.4885939919999989
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4-pz,2.5883243759999974
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4,2.5921696559999972
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4-my,2.782785935999994
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3-pz,2.6983736159999991
diffusion-0-0-1-1-1-1-1-1-1-2-2-3-3-4-4-4-py,2.5903933799999983
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4-mz,2.696302571999996
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4-pz,2.6109983039999967
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4-my,2.8692332639999991
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3-my,2.9225493119999921
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-px,2.9359173119999928
diffusion-0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-py,2.488646208
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4-pz,2.5754940479999973
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4,2.5883243759999996
AUTO,2.5412535839999997
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-my,2.8778937474942916
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-mz,2.7175154039999985
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4-pz,2.5920443759999987
diffusion-0-1-2-2-2-2-2-2-2-2-2-3-3-3-4-4-px,2.9287204319999942
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4-mz,2.6572324199999993
diffusion-0-1-1-1-1-2-3-3-3-3-3-3-3-4-4-4-py,2.6018114399999974
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4-pz,2.5988396879999973
diffusion-0-1-1-2-2-2-2-2-2-3-3-4-4-4-4-4-my,2.8597205279999942
diffusion-0-0-0-1-1-1-2-2-3-4-4-4-4-4-4-4-px,2.9222430719999934
diffusion-0-0-0-0-1-1-1-1-1-2-2-2-2-2-3-4-mz,2.6191773479999969
diffusion-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-py,2.6802339119999967
diffusion-0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-pz,2.488614887999999
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4,2.5350806399999972
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-1-2-3-3-px,2.9908337759999926
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4-px,2.9436024959999934
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4-my,2.8154269919999937
diffusion-0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-mx,2.6333950079999973
diffusion-0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-py,2.6590976159999977
diffusion-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-px,3.0338146559999997
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4-mz,2.6752676160012916
diffusion-0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-px,2.8401514499999947
HAND,2.5412535839999997
diffusion-0-0-0-0-0-0-1-1-1-1-1-1-2-3-4-4-py,2.6318452079999957
diffusion-0-0-0-0-0-0-0-0-1-2-2-3-3-3-4-4-py,2.6362972679999972
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-my,2.9168133119999928
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3,2.6037264479999997
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-mx,2.6544024959999977
diffusion-0-0-0-1-1-1-1-2-2-2-3-3-3-3-3-4-my,2.7831181199999961
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-pz,2.5841655719999972
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-pz,2.6543315039999991
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-my,2.894996495999993
diffusion-0-0-0-0-0-0-1-2-2-2-2-2-2-2-3-3-py,2.618026007999998
diffusion-0-0-1-1-1-1-1-1-2-2-2-2-3-4-4-4-my,2.8766576639999952
diffusion-0-0-0-1-1-1-1-2-2-2-2-2-2-3-3-3-py,2.5991973719999963
diffusion-0-1-1-1-1-1-1-1-2-3-3-3-3-3-3-3-py,2.6647431359999971
diffusion-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-px,2.9011514399999974
diffusion-0-1-1-1-2-2-3-3-3-3-3-3-3-3-3-3-py,2.7364279679999957
diffusion-0-0-1-1-2-2-2-2-2-2-2-2-3-4-4-4-mz,2.7162995519999966
