VAR,EST
AUTO,1.7815453840000002
fastwaves-0-0-1-2-2-2-3-3-3-pz,1.8352776407999936
fastwaves-0-0-0-0-0-0-0-0-0-px,2.9481768959999997
fastwaves-0-0-0-0-0-0-1-1-1,1.9100065279999969
fastwaves-0-1-2-2-2-3-4-4-4,1.8221929919999973
fastwaves-0-1-1-1-2-2-2-2-3-pz,1.7731049567999984
fastwaves-0-1-2-2-2-2-3-4-4-pz,1.7944461479999427
fastwaves-0-1-1-1-1-1-2-3-3-my,1.9307327880000005
fastwaves-0-0-1-1-1-2-3-3-3-mx,1.826037939199997
fastwaves-0-0-0-0-0-0-1-1-1-py,1.946033919999997
fastwaves-0-1-1-1-2-2-2-2-2-py,2.13510117360011
fastwaves-0-0-1-2-2-2-3-3-3-mz,1.8584430335999969
fastwaves-0-1-1-2-3-3-3-4-4-mz,1.8860602367999961
fastwaves-0-0-0-1-2-2-2-2-2-mx,2.079058751999999
fastwaves-0-0-0-1-2-2-2-2-2-pz,2.1281480703999982
fastwaves-0-1-1-1-1-1-2-3-3-px,2.0376678959999932
fastwaves-0-1-1-1-2-3-3-3-3-mz,2.0893913239999984
fastwaves-0-0-0-0-0-0-0-0-0-py,3.0686663679999997
fastwaves-0-1-1-1-1-1-2-3-3-pz,1.8022674719999965
fastwaves-0-0-0-0-0-0-1-1-1-my,1.9272271919999981
fastwaves-0-0-1-1-1-2-3-3-3-py,1.8327930751999979
fastwaves-0-0-0-0-1-1-2-3-4-py,1.8002588799999986
fastwaves-0-1-1-1-2-2-2-2-3-mx,1.7671558799999976
fastwaves-0-1-1-2-2-3-3-3-4-pz,1.7479215359999967
fastwaves-0-0-1-1-1-2-2-3-3-mx,1.7973552511999973
fastwaves-0-0-1-2-2-2-2-2-2-mx,2.3651259391999986
fastwaves-0-1-1-1-2-3-3-3-3-py,2.0893913239999993
fastwaves-0-1-1-1-2-2-2-2-3-px,2.0026956383999948
fastwaves-0-0-1-1-1-2-3-3-3-pz,1.8349018007998388
fastwaves-0-1-2-2-2-2-3-4-4-mx,1.7939195519999964
fastwaves-0-1-1-1-2-2-2-2-3-py,1.7679317879999985
fastwaves-0-0-1-2-2-2-3-4-4-mz,1.8428864255999984
fastwaves-0-0-1-2-2-2-2-2-2-my,2.4879013247999975
fastwaves-0-0-1-2-2-2-2-2-2-mz,2.5340146175999969
fastwaves-0-1-2-3-4-5-6-7-8-py,1.7312670949999998
fastwaves-0-1-1-2-2-3-3-4-4-px,2.0294079839999961
fastwaves-0-1-1-2-3-3-3-4-4-mx,1.8053141375999973
fastwaves-0-0-0-0-1-1-2-3-4,1.7945293759999978
HAND,1.8258366208000001
fastwaves-0-1-1-1-1-1-2-3-3-py,1.8278439360000005
fastwaves-0-0-1-2-2-2-3-3-3,1.8263720191999975
fastwaves-0-1-1-2-2-3-3-3-4-mz,1.8013782527999989
fastwaves-0-1-2-2-2-3-4-4-4-py,1.8291026399999986
fastwaves-0-0-1-2-2-2-3-3-3-my,1.9166419607999985
fastwaves-0-1-1-2-2-3-3-4-4-mx,1.7944620719999975
fastwaves-0-1-2-3-4-5-6-7-8-mz,1.7312670959999998
fastwaves-0-0-1-2-3-3-3-3-3-pz,2.1228571007993891
fastwaves-0-1-1-1-1-1-2-3-3,1.8018327479999967
fastwaves-0-1-2-3-4-5-6-7-8-pz,1.7313088550000002
fastwaves-0-0-1-2-2-2-2-2-2-py,2.5203136511999995
fastwaves-0-1-1-1-2-2-2-2-3-mz,1.8441125783999976
fastwaves-0-1-1-1-2-2-2-2-2-mx,2.0774881631999982
fastwaves-0-0-1-2-2-3-3-3-4-mx,1.747400652799953
fastwaves-0-1-1-2-2-3-3-3-4,1.7448081455999986
fastwaves-0-0-0-0-1-1-2-3-4-px,2.0294747519999956
fastwaves-0-0-1-2-2-2-3-3-3-px,2.0527369535999958
fastwaves-0-0-1-2-2-2-2-2-2-px,2.5457696255999975
fastwaves-0-0-1-2-2-2-3-4-4-px,2.0295981215999999
fastwaves-0-1-2-2-2-3-4-4-4-pz,1.8293786759999999
fastwaves-0-0-1-2-3-3-3-3-3-mx,2.0742521983999982
fastwaves-0-1-1-2-2-3-3-3-4-py,1.7449146275999996
fastwaves-0-0-1-2-3-3-3-3-3-mz,2.1561441791999978
fastwaves-0-0-0-0-0-0-1-2-3-py,1.8492110559999984
fastwaves-0-1-2-2-2-3-4-4-4-mz,1.829073407999998
fastwaves-0-0-1-2-2-3-3-3-4-pz,1.7522945327999973
fastwaves-0-1-1-1-2-3-3-3-3-my,2.0934811999997311
fastwaves-0-0-0-0-0-0-1-2-3-pz,1.8301074119999998
fastwaves-0-0-1-1-1-2-3-3-3-px,2.0524947455999962
fastwaves-0-0-1-2-2-2-3-3-3-py,1.8332440831999985
fastwaves-0-1-2-2-2-2-3-4-4-py,1.8143812319999995
fastwaves-0-0-1-1-1-2-2-3-3-my,1.7994577127999964
MIN,1.7312169839999989
fastwaves-0-1-1-1-1-1-2-3-3-mz,1.8332372759999964
fastwaves-0-0-0-1-2-2-2-3-3-my,1.8331195880000002
fastwaves-0-1-2-3-4-5-6-7-8-my,1.7886208559999985
fastwaves-0-0-0-1-2-2-2-3-3-py,1.8330015743999974
fastwaves-0-0-0-0-0-0-1-2-3-px,2.0518062719999994
fastwaves-0-0-0-1-2-2-2-2-2-px,2.2713090047999969
fastwaves-0-0-0-0-1-1-2-3-4-pz,1.813451352
fastwaves-0-0-1-2-2-2-3-4-4-mx,1.7972967871999985
fastwaves-0-0-0-0-0-0-1-2-3,1.8198427519999989
fastwaves-0-1-2-2-2-3-4-4-4-my,1.8523139159999986
fastwaves-0-1-1-2-3-3-3-4-4-pz,1.8088184039999975
fastwaves-0-1-1-1-2-3-3-3-3-mx,1.9895630559999979
fastwaves-0-0-1-2-3-3-3-3-3-px,2.263359475199997
fastwaves-0-0-1-1-1-2-2-3-3-py,1.8176206591999977
fastwaves-0-0-1-1-1-2-2-3-3-px,2.0296607615999958
fastwaves-0-0-1-2-2-3-3-3-4-my,1.7656816127999997
fastwaves-0-0-1-2-2-2-2-2-2-pz,2.485895532799999
fastwaves-0-0-0-1-2-2-2-3-3,1.8126693503999975
fastwaves-0-0-1-2-3-3-3-3-3-py,2.131012044800026
fastwaves-0-1-1-2-2-3-3-4-4-mz,1.8147379199999976
fastwaves-0-1-1-2-2-3-3-3-4-my,1.8083688959999988
fastwaves-0-1-1-2-2-3-3-3-4-px,1.9857931487999998
fastwaves-0-1-1-2-3-3-3-4-4-py,1.8257465855999975
fastwaves-0-1-1-2-2-3-3-4-4-pz,1.794919763999999
fastwaves-0-0-0-1-2-2-2-3-3-mz,1.9560944639999969
fastwaves-0-1-2-2-2-2-3-4-4-px,2.0277007199999999
fastwaves-0-1-2-3-4-5-6-7-8-px,1.9757377439999995
fastwaves-0-0-1-2-3-3-3-3-3-my,2.2254962879999969
fastwaves-0-0-0-0-0-0-0-0-0-mz,2.9871651839999993
fastwaves-0-0-1-2-2-2-3-4-4-my,1.8808554407999978
fastwaves-0-1-1-1-2-3-3-3-3-pz,2.0099084735999972
fastwaves-0-0-1-1-1-2-3-3-3-my,1.9495258007999998
fastwaves-0-1-2-2-2-3-4-4-4-px,2.0500836959999997
fastwaves-0-1-1-1-2-2-2-2-2-mz,2.1350343575999986
fastwaves-0-0-0-0-0-0-1-2-3-my,1.8301596120000023
fastwaves-0-1-1-1-2-2-2-2-2-px,2.2670546015999955
fastwaves-0-0-0-1-2-2-2-2-2-mz,2.1985310207999973
OPT,1.7311689599999993
fastwaves-0-0-0-0-0-0-0-0-0-pz,3.005618431999999
fastwaves-0-0-1-2-2-2-3-4-4-pz,1.7995328798005659
fastwaves-0-1-1-1-2-3-3-3-3-px,2.1850462559999948
fastwaves-0-1-2-2-2-2-3-4-4-my,1.9106069159999974
fastwaves-0-1-1-2-3-3-3-4-4-px,2.0356096607999969
